wage,lwage,sex,shs,hsg,scl,clg,ad,mw,so,we,ne,exp1,exp2,exp3,exp4,occ,occ2,ind,ind2
26.442307692307693,3.274965291519244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.96,2.744,3.8416,1e+05,19,770,4
28.571428571428573,3.3524072174927233,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,4.84,10.648,23.4256,2010,6,9470,22
34.18803418803419,3.5318757053042718,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,1.0,3255,10,8190,18
16.826923076923077,2.822980167776187,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.36,0.216,0.1296,4700,16,4870,9
24.03846153846154,3.1796551117149194,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,1.0,7700,21,2870,6
30.364372469635626,3.4132699628964245,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,4.41,9.261,19.4481,3600,11,8270,18
36.05769230769231,3.5851202198230836,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0,4.41,9.261,19.4481,420,1,9170,21
8.741258741258742,2.1680542000364396,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,37.0,13.69,50.653,187.4161,4720,16,4970,9
14.215686274509803,2.654346022130349,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.81,0.729,0.6561,7200,20,4670,9
11.057692307692308,2.403126322215923,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.16,0.064,0.0256,5700,17,7070,13
28.846153846153847,3.361976668508874,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.25,0.125,0.0625,8140,21,7290,14
12.596153846153847,2.5333915170538246,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.81,0.729,0.6561,9420,22,6170,10
24.03846153846154,3.1796551117149194,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,9.61,29.791,92.3521,7810,21,4970,9
16.53846153846154,2.805688670666126,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.16,0.064,0.0256,5000,17,6770,11
15.0,2.70805020110221,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.09,0.027,0.0081,4010,13,8680,20
34.61538461538461,3.544298225302829,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.5,1.5625,1.953125,2.44140625,9130,22,6170,10
12.5,2.5257286443082556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.21,1.331,1.4641,6420,19,770,4
28.846153846153847,3.361976668508874,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,16.0,64.0,256.0,9620,22,4970,9
19.23076923076923,2.9565115604007097,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.49,0.343,0.2401,310,1,8680,20
31.25,3.4420193761824107,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.49,0.343,0.2401,3535,10,8190,18
24.03846153846154,3.1796551117149194,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,1.0,430,1,7780,16
7.6923076923076925,2.0402208285265546,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.25,0.125,0.0625,310,1,8680,20
25.452797202797203,3.236825646693528,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,10.89,35.937,118.5921,4700,16,5170,9
32.69375,3.4871839281367842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,29.0,8.41,24.389,70.7281,8620,21,670,3
13.572485207100591,2.608044596879807,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,8.41,24.389,70.7281,5860,17,9380,22
10.576923076923077,2.358674559645089,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,1.0,6200,19,770,4
20.58823529411765,3.0247198104272432,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.25,0.125,0.0625,5620,17,8190,18
12.254901960784315,2.505926017012076,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.49,0.343,0.2401,5310,17,7580,16
12.01923076923077,2.486507931154974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,4.0,8.0,16.0,4220,14,7860,17
12.98076923076923,2.5634689722911026,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.64,0.512,0.4096,9000,22,6290,10
14.957264957264957,2.7051971321198036,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.25,3.375,5.0625,9620,22,4470,8
11.538461538461538,2.445685936634719,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,9.0,27.0,81.0,5620,17,4470,8
60.09615384615385,4.0959458435890745,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,3.61,6.859,13.0321,410,1,9570,22
9.615384615384615,2.2633643798407643,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,0.1225,0.042875,0.01500625,310,1,8680,20
11.217948717948717,2.417515059668023,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.36,0.216,0.1296,9130,22,6170,10
27.1875,3.302757308848903,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.44,1.728,2.0736,1530,4,3960,6
19.885576923076922,2.989994691217258,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.81,0.729,0.6561,2630,9,7470,14
14.423076923076923,2.668829487948929,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,0.1225,0.042875,0.01500625,5120,17,8470,18
26.923076923076923,3.2929837970219227,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.5,6.0025,14.706125,36.03000625,6355,19,4195,7
24.03846153846154,3.1796551117149194,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.09,0.027,0.0081,3255,10,8190,18
24.03846153846154,3.1796551117149194,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.5,2.7225,4.492125,7.41200625,5700,17,4770,9
26.507783882783883,3.277438421287354,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,1.21,1.331,1.4641,3255,10,8180,18
15.811965811965813,2.7607669832746145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.09,0.027,0.0081,1965,5,7290,14
57.69230769230769,4.05512384906882,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.5,1.5625,1.953125,2.44140625,110,1,7470,14
80.12820512820512,4.383627916040855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,27.0,7.29,19.683,53.1441,2710,9,6670,11
17.307692307692307,2.8511510447428834,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,5240,17,6690,11
26.442307692307693,3.274965291519244,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.64,0.512,0.4096,1030,3,7380,14
9.615384615384615,2.2633643798407643,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.21,1.331,1.4641,4510,15,8980,21
10.096153846153847,2.3121545440101965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,0.9025,0.857375,0.81450625,4030,13,8680,20
35.57692307692308,3.571697199490943,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,2.25,3.375,5.0625,7210,20,7080,13
17.692307692307693,2.873129951461659,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,3.24,5.832,10.4976,3655,11,8190,18
32.69230769230769,3.48713981146288,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,10.24,32.768,104.8576,8610,21,9370,22
13.461538461538462,2.5998366164619773,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,9.61,29.791,92.3521,3930,12,6180,10
50.0,3.912023005428146,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,12.25,42.875,150.0625,3255,10,8190,18
13.461538461538462,2.5998366164619773,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,28.0,7.84,21.952,61.4656,5120,17,770,4
10.897435897435898,2.3885275227947704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,2.89,4.913,8.3521,6230,19,770,4
28.846153846153847,3.361976668508874,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,0.3025,0.166375,0.09150625,6440,19,770,4
24.725274725274726,3.207825988681616,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.25,3.375,5.0625,4120,13,8660,20
16.826923076923077,2.822980167776187,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.25,0.125,0.0625,3255,10,8190,18
35.38461538461539,3.566277132021604,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,34.5,11.9025,41.063625,141.66950625,310,1,8680,20
40.86538461538461,3.7102833627770897,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,0.7225,0.614125,0.52200625,4760,16,4795,9
19.23076923076923,2.9565115604007097,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,1.0,5400,17,7590,16
34.72222222222222,3.5473798918402366,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.44,1.728,2.0736,3500,10,8190,18
27.47252747252747,3.313186504339442,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0,4.41,9.261,19.4481,1050,3,7890,17
16.826923076923077,2.822980167776187,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,12.96,46.656,167.9616,9130,22,6390,10
14.084134615384615,2.645048959283525,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,8.41,24.389,70.7281,4760,16,4870,9
12.01923076923077,2.486507931154974,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,13.69,50.653,187.4161,8140,21,3960,6
20.192307692307693,3.005301724570142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0,4.0,8.0,16.0,1050,3,3365,6
13.663967611336032,2.614762266678653,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.81,0.729,0.6561,4760,16,5380,9
12.637362637362637,2.536657714840446,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.16,0.064,0.0256,2600,9,8560,19
50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,4.84,10.648,23.4256,2000,6,7860,17
59.171597633136095,4.080441657053109,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.01,0.001,0.0001,2710,9,7470,14
8.5,2.1400661634962708,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.36,0.216,0.1296,5240,17,5380,9
67.3076923076923,4.209274528896078,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,24.0,5.76,13.824,33.1776,2100,7,7270,14
29.807692307692307,3.3947664913318647,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,1460,4,7290,14
16.826923076923077,2.822980167776187,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3160,10,8190,18
64.90384615384616,4.172906884725203,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.16,0.064,0.0256,2710,9,6670,11
20.096153846153847,3.000528445817484,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,4040,13,8680,20
16.483516483516482,2.8023608805734512,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.36,0.216,0.1296,4130,13,8680,20
30.665280665280665,3.4231310916622046,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,32.0,10.24,32.768,104.8576,2430,8,6770,11
16.025641025641026,2.7741900036067553,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0,4.0,8.0,16.0,4010,13,8660,20
20.673076923076923,3.028832221980336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,5240,17,4970,9
15.865384615384615,2.7641396677532537,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,2200,8,7870,17
9.615384615384615,2.2633643798407643,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,5.29,12.167,27.9841,220,1,770,4
51.282051282051285,3.937340813412436,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0,4.41,9.261,19.4481,5240,17,5470,9
43.26923076923077,3.7674417766170385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.25,0.125,0.0625,1020,3,7380,14
12.01923076923077,2.486507931154974,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.49,0.343,0.2401,3510,10,8190,18
18.990384615384617,2.9439327781938496,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,9.0,27.0,81.0,4620,15,8270,18
19.71153846153846,2.981204172991081,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.01,0.001,0.0001,4850,16,4170,7
18.803418803418804,2.934038704548651,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.01,0.001,0.0001,2200,8,7870,17
16.826923076923077,2.822980167776187,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,21.16,97.336,447.7456,4140,13,8680,20
21.978021978021978,3.0900429530252325,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.01,0.001,0.0001,120,1,4470,8
21.153846153846153,3.0518217402050345,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.64,0.512,0.4096,4810,16,6990,12
27.884615384615383,3.3280751168331926,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.36,0.216,0.1296,2310,8,7860,17
27.16346153846154,3.301872744439169,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.49,0.343,0.2401,2145,7,7270,14
13.461538461538462,2.5998366164619773,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35.0,12.25,42.875,150.0625,7700,21,3380,6
19.23076923076923,2.9565115604007097,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800,2,7280,14
86.53846153846153,4.4605889571769834,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.81,0.729,0.6561,3050,10,2190,5
23.557692307692307,3.1594524043974,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,0.5625,0.421875,0.31640625,3420,10,5070,9
16.60839160839161,2.8099080862088344,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.81,0.729,0.6561,1e+05,15,8090,18
20.0,2.995732273553991,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,14.44,54.872,208.5136,540,2,6990,12
10.576923076923077,2.358674559645089,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,160,1,6170,10
31.25,3.4420193761824107,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,1240,3,7490,14
14.423076923076923,2.668829487948929,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,725,2,7870,17
16.826923076923077,2.822980167776187,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3150,10,8190,18
21.634615384615383,3.074294596057093,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,2920,9,9570,22
16.826923076923077,2.822980167776187,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,0.3025,0.166375,0.09150625,850,2,6870,12
20.673076923076923,3.028832221980336,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,12.25,42.875,150.0625,5000,17,8190,18
16.826923076923077,2.822980167776187,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3245,10,8370,18
10.989010989010989,2.396895772465287,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,0.1225,0.042875,0.01500625,5400,17,7970,18
12.307692307692308,2.5102244577722903,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.09,0.027,0.0081,430,1,7080,13
24.03846153846154,3.1796551117149194,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,39.0,15.21,59.319,231.3441,4920,16,7070,13
30.76923076923077,3.4265151896464454,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,1.44,1.728,2.0736,160,1,4170,7
21.978021978021978,3.0900429530252325,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.01,0.001,0.0001,120,1,4470,8
11.057692307692308,2.403126322215923,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.81,0.729,0.6561,3600,11,8190,18
30.0,3.4011973816621555,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,2.56,4.096,6.5536,110,1,7380,14
4.326923076923077,1.4648566836229928,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.09,0.027,0.0081,3645,11,8090,18
23.931623931623932,3.1752007613655393,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.36,0.216,0.1296,1540,4,770,4
14.423076923076923,2.668829487948929,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.09,0.027,0.0081,6520,19,770,4
9.23076923076923,2.222542385320509,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.21,1.331,1.4641,9130,22,8680,20
12.98076923076923,2.5634689722911026,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,1.96,2.744,3.8416,5110,17,8090,18
11.428571428571429,2.436116485618568,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,4.41,9.261,19.4481,1e+05,15,1e+05,21
23.557692307692307,3.1594524043974,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,13.69,50.653,187.4161,3630,11,9480,22
14.423076923076923,2.668829487948929,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,1.0,4300,15,8590,19
7.211538461538462,1.9756823073889835,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,9.0,27.0,81.0,9130,22,5090,9
10.989010989010989,2.396895772465287,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,3.24,5.832,10.4976,4850,16,4470,8
19.23076923076923,2.9565115604007097,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.5,3.0625,5.359375,9.37890625,310,1,8680,20
9.615384615384615,2.2633643798407643,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.16,0.064,0.0256,2000,6,8370,18
9.615384615384615,2.2633643798407643,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.01,0.001,0.0001,4720,16,8680,20
15.865384615384615,2.7641396677532537,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,8.41,24.389,70.7281,3930,12,7680,16
25.641025641025642,3.2441936328524905,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,4.0,8.0,16.0,6820,19,770,4
36.53846153846154,3.5983654465731045,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,1520,4,490,2
19.23076923076923,2.9565115604007097,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.49,0.343,0.2401,4320,15,8990,21
33.65384615384615,3.5161273483361324,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,2.25,3.375,5.0625,800,2,3490,6
39.73365384615385,3.6821985325284365,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,32.0,10.24,32.768,104.8576,2310,8,7860,17
22.094017094017094,3.0953068521447733,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.96,2.744,3.8416,20,1,5380,9
12.237762237762238,2.5045264366576525,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.25,0.125,0.0625,2320,8,7860,17
14.5,2.6741486494265287,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.5,7.5625,20.796875,57.19140625,4250,14,7770,16
20.97902097902098,3.0435229373903394,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,29.5,8.7025,25.672375,75.73350625,3535,10,8190,18
22.5,3.1135153092103742,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,7.84,21.952,61.4656,860,2,6990,12
42.30769230769231,3.74496892076498,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.81,0.729,0.6561,1300,4,7290,14
42.30769230769231,3.74496892076498,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.81,0.729,0.6561,1300,4,7290,14
13.942307692307692,2.634927936273247,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1.69,2.197,2.8561,9620,22,4870,9
8.653846153846153,2.158003864182938,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,4.41,9.261,19.4481,5620,17,4265,7
57.69230769230769,4.05512384906882,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,35.0,12.25,42.875,150.0625,1720,5,7890,17
25.0,3.2188758248682006,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,33.0,10.89,35.937,118.5921,420,1,8270,18
24.03846153846154,3.1796551117149194,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.49,0.343,0.2401,2000,6,8370,18
24.03846153846154,3.1796551117149194,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,7.84,21.952,61.4656,4220,14,7860,17
20.917678812415655,3.040594677611251,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.16,0.064,0.0256,430,1,6890,12
8.653846153846153,2.158003864182938,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.49,0.343,0.2401,4110,13,8680,20
9.615384615384615,2.2633643798407643,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.49,0.343,0.2401,5620,17,4970,9
22.8,3.126760535960395,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,7840,21,1270,5
24.08653846153846,3.1816531143775926,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0,4.41,9.261,19.4481,5000,17,4670,9
33.41346153846154,3.50895885885752,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,7.29,19.683,53.1441,7150,20,8770,21
17.94871794871795,2.887518688913758,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,3.61,6.859,13.0321,150,1,4290,7
15.865384615384615,2.7641396677532537,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.5,2.7225,4.492125,7.41200625,1e+05,17,7590,16
24.03846153846154,3.1796551117149194,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.64,0.512,0.4096,20,1,2570,6
14.0,2.6390573296152584,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0.2025,0.091125,0.04100625,9130,22,2490,6
33.65384615384615,3.5161273483361324,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,5.29,12.167,27.9841,8965,21,3895,6
16.17132867132867,2.783239839126673,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,5.76,13.824,33.1776,9620,22,4070,7
12.651821862348179,2.5378012255425246,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36.0,12.96,46.656,167.9616,5860,17,8090,18
16.642011834319526,2.811930331589602,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,2.56,4.096,6.5536,4700,16,5390,9
9.89010989010989,2.2915352568074607,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.5,1.1025,1.157625,1.21550625,4610,15,8290,18
23.076923076923077,3.138833117194664,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,2.56,4.096,6.5536,7750,21,3570,6
16.826923076923077,2.822980167776187,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.09,0.027,0.0081,1107,3,7370,14
12.5,2.5257286443082556,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.49,0.343,0.2401,7750,21,3190,6
10.576923076923077,2.358674559645089,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.001,0.0001,5360,17,1280,5
